albumid,event,name,price,salt,sort_by_rating,time,userid
17,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,150
18,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,150
19,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,150
0,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,151
1,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,151
1,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,151
2,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,151
3,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,151
4,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,151
5,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,151
6,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,151
7,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,151
7,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,151
8,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,151
9,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,151
10,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,151
10,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,151
11,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,151
12,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,151
13,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,151
14,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,151
14,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,151
15,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,151
16,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,151
17,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,151
18,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,151
19,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,151
0,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,152
1,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,152
2,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,152
2,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,152
3,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,152
4,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,152
5,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,152
6,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,152
7,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,152
8,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,152
9,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,152
10,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,152
11,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,152
12,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,152
13,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,152
14,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,152
15,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,152
16,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,152
16,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,152
17,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,152
18,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,152
19,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,152
0,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,153
1,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,153
1,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,153
2,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,153
3,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,153
4,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,153
5,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,153
6,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,153
7,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,153
8,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,153
9,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,153
10,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,153
11,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,153
12,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,153
12,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,153
13,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,153
14,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,153
15,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,153
16,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,153
16,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,153
17,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,153
18,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,153
19,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,153
0,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,154
1,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,154
2,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,154
3,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,154
4,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,154
5,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,154
6,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,154
7,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,154
8,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,154
9,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,154
10,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,154
11,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,154
12,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,154
13,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,154
14,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,154
15,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,154
16,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,154
17,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,154
18,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,154
19,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,154
19,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,154
0,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,155
1,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,155
2,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,155
3,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,155
3,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,155
4,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,155
5,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,155
6,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,155
7,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,155
8,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,155
8,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,155
9,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,155
9,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,155
10,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,155
11,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,155
12,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,155
13,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,155
14,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,155
15,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,155
16,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,155
17,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,155
18,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,155
19,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,155
0,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,156
1,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,156
2,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,156
3,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,156
4,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,156
5,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,156
6,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,156
7,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,156
8,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,156
9,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,156
10,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,156
11,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,156
12,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,156
13,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,156
13,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,156
14,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,156
15,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,156
16,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,156
17,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,156
18,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,156
18,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,156
19,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,156
0,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,157
1,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,157
2,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,157
2,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,157
3,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,157
4,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,157
5,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,157
5,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,157
6,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,157
7,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,157
8,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,157
9,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,157
10,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,157
11,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,157
12,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,157
13,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,157
14,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,157
15,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,157
16,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,157
17,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,157
18,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,157
19,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,157
0,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,158
1,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,158
2,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,158
3,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,158
4,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,158
5,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,158
6,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,158
7,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,158
8,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,158
8,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,158
9,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,158
10,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,158
11,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,158
12,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,158
13,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,158
14,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,158
15,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,158
16,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,158
17,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,158
18,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,158
19,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,158
0,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,159
1,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,159
2,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,159
2,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,159
3,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,159
4,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,159
5,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,159
5,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,159
6,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,159
7,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,159
7,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,159
8,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,159
9,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,159
10,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,159
10,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,159
11,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,159
12,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,159
13,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,159
14,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,159
15,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,159
16,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,159
17,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,159
18,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,159
19,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,159
0,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,160
1,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,160
2,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,160
3,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,160
4,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,160
5,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,160
6,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,160
6,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,160
7,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,160
8,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,160
9,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,160
10,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,160
11,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,160
12,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,160
13,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,160
13,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,160
14,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,160
15,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,160
16,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,160
17,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,160
18,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,160
19,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,160
0,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,161
1,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,161
2,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,161
3,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,161
4,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,161
5,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,161
6,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,161
7,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,161
8,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,161
9,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,161
10,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,161
11,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,161
12,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,161
13,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,161
14,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,161
15,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,161
16,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,161
17,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,161
18,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,161
19,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,161
0,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,162
1,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,162
2,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,162
3,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,162
4,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,162
5,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,162
6,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,162
7,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,162
8,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,162
9,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,162
10,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,162
11,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,162
12,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,162
13,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,162
14,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,162
15,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,162
16,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,162
17,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,162
18,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,162
19,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,162
0,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,163
0,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,163
1,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,163
1,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,163
2,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,163
3,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,163
3,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,163
4,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,163
5,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,163
5,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,163
6,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,163
7,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,163
8,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,163
9,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,163
10,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,163
11,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,163
11,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,163
12,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,163
13,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,163
14,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,163
15,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,163
16,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,163
17,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,163
18,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,163
19,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,163
0,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,164
0,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,164
1,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,164
2,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,164
2,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,164
3,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,164
4,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,164
5,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,164
5,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,164
6,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,164
7,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,164
8,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,164
9,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,164
10,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,164
11,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,164
12,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,164
13,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,164
14,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,164
15,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,164
15,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,164
16,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,164
17,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,164
18,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,164
19,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,164
0,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,165
1,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,165
2,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,165
3,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,165
4,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,165
5,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,165
6,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,165
6,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,165
7,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,165
8,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,165
9,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,165
10,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,165
11,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,165
11,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,165
12,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,165
13,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,165
14,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,165
15,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,165
16,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,165
17,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,165
18,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,165
19,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,165
0,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,166
1,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,166
2,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,166
3,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,166
4,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,166
5,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,166
6,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,166
6,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,166
7,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,166
8,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,166
9,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,166
9,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,166
10,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,166
11,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,166
12,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,166
13,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,166
14,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,166
15,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,166
16,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,166
17,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,166
18,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,166
18,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,166
19,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,166
0,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,167
1,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,167
2,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,167
3,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,167
4,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,167
5,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,167
6,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,167
7,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,167
8,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,167
9,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,167
10,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,167
11,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,167
12,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,167
13,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,167
14,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,167
15,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,167
16,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,167
17,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,167
17,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,167
18,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,167
19,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,167
0,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,168
1,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,168
2,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,168
3,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,168
4,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,168
5,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,168
6,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,168
7,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,168
8,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,168
9,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,168
10,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,168
11,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,168
11,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,168
12,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,168
13,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,168
14,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,168
15,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,168
